№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
113,21.04.2022четверг,10.4,12.1,экзамен,ЗББ-3911,,Медикобиологические основы безопасности,27,110 (III),доц. Голышева Галина Васильевна
114,21.04.2022четверг,12.2,13.5,лабор. работа,,ЗББ-3911-2,"Метрология, стандартизация и сертификация",12,110 (III),доц. Климова Диана Викторовна
115,21.04.2022четверг,14.3,16.0,лабор. работа,,ЗББ-3911-2,"Метрология, стандартизация и сертификация",12,110 (III),доц. Климова Диана Викторовна
116,21.04.2022четверг,16.1,17.4,лабор. работа,,ЗББ-3911-2,"Метрология, стандартизация и сертификация",12,110 (III),доц. Климова Диана Викторовна
117,22.04.2022пятница,9.45,10.3,консультация,ЗББ-3911,,Охрана труда и социальная защита,27,124 (III),доц. Киселева Екатерина Александровна
118,22.04.2022пятница,10.4,12.1,защита кур. р.,ЗББ-3911,,Основы промышленной безопасности,27,124 (III),доц. Устинова Марина Владимировна
119,22.04.2022пятница,12.2,13.5,защита кур. р.,ЗББ-3911,,Основы промышленной безопасности,27,124 (III),доц. Устинова Марина Владимировна
120,22.04.2022пятница,14.3,15.15,консультация,ЗББ-3911,,Основы промышленной безопасности,27,124 (III),доц. Устинова Марина Владимировна
121,23.04.2022суббота,9.0,10.3,прак. занятие,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),асс. Самойлов Вадим Вадимович
122,23.04.2022суббота,10.4,12.1,прак. занятие,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),асс. Самойлов Вадим Вадимович
123,23.04.2022суббота,12.2,13.5,прак. занятие,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),асс. Самойлов Вадим Вадимович
124,25.04.2022понедельник,9.0,10.3,экзамен,ЗББ-3911,,Охрана труда и социальная защита,27,124 (III),доц. Киселева Екатерина Александровна
125,25.04.2022понедельник,10.4,12.1,экзамен,ЗББ-3911,,Охрана труда и социальная защита,27,124 (III),доц. Киселева Екатерина Александровна
126,26.04.2022вторник,11.25,12.1,консультация,ЗББ-3911,,"Метрология, стандартизация и сертификация",27,109 (III),доц. Климова Диана Викторовна
127,26.04.2022вторник,12.2,13.5,экзамен,ЗББ-3911,,Теплофизика,27,154 (I),зав. каф. Павлов Юрий Николаевич
128,26.04.2022вторник,14.3,16.0,экзамен,ЗББ-3911,,Теплофизика,27,154 (I),зав. каф. Павлов Юрий Николаевич
129,27.04.2022среда,12.2,13.5,экзамен,ЗББ-3911,,Основы промышленной безопасности,27,124 (III),доц. Устинова Марина Владимировна
130,27.04.2022среда,14.3,16.0,экзамен,ЗББ-3911,,Основы промышленной безопасности,27,124 (III),доц. Устинова Марина Владимировна
131,28.04.2022четверг,9.0,10.3,защита к.р. №1,ЗББ-3911,,"Метрология, стандартизация и сертификация",27,109 (III),доц. Климова Диана Викторовна
132,28.04.2022четверг,10.4,12.1,защита к.р. №1,ЗББ-3911,,"Метрология, стандартизация и сертификация",27,109 (III),доц. Климова Диана Викторовна
133,28.04.2022четверг,12.2,13.5,диф. зачет,ЗББ-3911,,Учебно-ознакомительная практика,27,109 (III),доц. Киселева Екатерина Александровна
134,28.04.2022четверг,14.3,16.0,диф. зачет,ЗББ-3911,,Учебно-ознакомительная практика,27,109 (III),доц. Киселева Екатерина Александровна
135,29.04.2022пятница,12.2,13.5,экзамен,ЗББ-3911,,"Метрология, стандартизация и сертификация",27,109 (III),доц. Климова Диана Викторовна
136,29.04.2022пятница,14.3,16.0,экзамен,ЗББ-3911,,"Метрология, стандартизация и сертификация",27,109 (III),доц. Климова Диана Викторовна
137,29.06.2022среда,9.45,10.3,консультация,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),доц. Киселева Екатерина Александровна
138,29.06.2022среда,10.4,12.1,защита к.р. №1,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),доц. Киселева Екатерина Александровна
139,29.06.2022среда,12.2,13.5,защита к.р. №1,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),доц. Киселева Екатерина Александровна
140,30.06.2022четверг,9.0,10.3,экзамен,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),доц. Киселева Екатерина Александровна
141,30.06.2022четверг,10.4,12.1,экзамен,ЗББ-3911,,Управление техносферной безопасностью,27,109 (III),доц. Киселева Екатерина Александровна
1,27.09.2021понедельник,12.2,13.5,лекция,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
2,27.09.2021понедельник,14.3,16.0,лекция,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
3,27.09.2021понедельник,16.1,17.4,лекция,ЗББ-4911,,Общий курс железных дорог,27,512 (I),ст. преп. Волкова Светлана Геннадьевна
4,27.09.2021понедельник,17.5,19.2,лекция,ЗББ-4911,,Общий курс железных дорог,27,512 (I),ст. преп. Волкова Светлана Геннадьевна
5,28.09.2021вторник,10.4,12.1,лекция,ЗББ-4911,,Автоматика безопасности,27,105 (III),доц. Климова Диана Викторовна
6,28.09.2021вторник,12.2,13.5,лекция,ЗББ-4911,,Автоматика безопасности,27,105 (III),доц. Климова Диана Викторовна
7,28.09.2021вторник,14.3,16.0,прак. занятие,ЗББ-4911,,Общий курс железных дорог,27,105 (III),ст. преп. Волкова Светлана Геннадьевна
8,28.09.2021вторник,16.1,17.4,прак. занятие,ЗББ-4911,,Общий курс железных дорог,27,512 (I),ст. преп. Волкова Светлана Геннадьевна
9,29.09.2021среда,10.4,12.1,лекция,ЗББ-4911,,Автоматика безопасности,27,105 (III),доц. Климова Диана Викторовна
10,29.09.2021среда,12.2,13.5,лекция,ЗББ-4911,,Автоматика безопасности,27,105 (III),доц. Климова Диана Викторовна
11,30.09.2021четверг,10.4,12.1,лекция,ЗББ-4911,,Экспертиза проектов,27,105 (III),доц. Медведева Вера Михайловна
12,30.09.2021четверг,12.2,13.5,лекция,ЗББ-4911,,Экспертиза проектов,27,105 (III),доц. Медведева Вера Михайловна
13,30.09.2021четверг,14.3,16.0,прак. занятие,ЗББ-4911,,Экспертиза проектов,27,105 (III),доц. Медведева Вера Михайловна
14,30.09.2021четверг,16.1,17.4,прак. занятие,ЗББ-4911,,Экспертиза проектов,27,105 (III),доц. Медведева Вера Михайловна
15,01.10.2021пятница,9.0,10.3,лекция,ЗББ-4911,,Система обеспечения микроклимата,27,105 (III),доц. Матешева Анна Владимировна
16,01.10.2021пятница,10.4,12.1,лекция,ЗББ-4911,,Система обеспечения микроклимата,27,105 (III),доц. Матешева Анна Владимировна
17,01.10.2021пятница,12.2,13.5,лабор. работа,,ЗББ-4911-2,Система обеспечения микроклимата,14,106 (III),асс. Самойлов Вадим Вадимович
18,01.10.2021пятница,12.2,13.5,лабор. работа,,ЗББ-4911-1,Система обеспечения микроклимата,15,105 (III),доц. Матешева Анна Владимировна
19,01.10.2021пятница,14.3,16.0,лабор. работа,,ЗББ-4911-2,Система обеспечения микроклимата,14,106 (III),асс. Самойлов Вадим Вадимович
20,01.10.2021пятница,14.3,16.0,лабор. работа,,ЗББ-4911-1,Система обеспечения микроклимата,15,105 (III),доц. Матешева Анна Владимировна
21,02.10.2021суббота,9.0,10.3,лекция,ЗББ-4911,,Система обеспечения микроклимата,27,105 (III),доц. Матешева Анна Владимировна
22,02.10.2021суббота,10.4,12.1,лекция,ЗББ-4911,,Система обеспечения микроклимата,27,105 (III),доц. Матешева Анна Владимировна
23,02.10.2021суббота,12.2,13.5,лабор. работа,,ЗББ-4911-2,Система обеспечения микроклимата,14,106 (III),асс. Самойлов Вадим Вадимович
24,02.10.2021суббота,12.2,13.5,лабор. работа,,ЗББ-4911-1,Система обеспечения микроклимата,15,105 (III),доц. Матешева Анна Владимировна
25,02.10.2021суббота,14.3,16.0,лабор. работа,,ЗББ-4911-2,Система обеспечения микроклимата,14,106 (III),асс. Самойлов Вадим Вадимович
26,02.10.2021суббота,14.3,16.0,лабор. работа,,ЗББ-4911-1,Система обеспечения микроклимата,15,105 (III),доц. Матешева Анна Владимировна
27,04.10.2021понедельник,10.4,12.1,лекция,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
28,04.10.2021понедельник,12.2,13.5,лекция,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
29,04.10.2021понедельник,14.3,16.0,лекция,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
30,04.10.2021понедельник,16.1,17.4,лекция,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
31,05.10.2021вторник,12.2,13.5,выд. зад.,ЗББ-4911,,Педагогическая практика,27,105 (III),доц. Климова Диана Викторовна
32,05.10.2021вторник,14.3,16.0,выд. зад.,ЗББ-4911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,27,105 (III),доц. Киселева Екатерина Александровна
33,05.10.2021вторник,16.1,17.4,лекция,ЗББ-4911,,Теория горения и взрыва,27,268 (II),зав. каф. Павлов Юрий Николаевич
34,05.10.2021вторник,17.5,19.2,лекция,ЗББ-4911,,Теория горения и взрыва,27,268 (II),зав. каф. Павлов Юрий Николаевич
35,06.10.2021среда,10.4,12.1,лабор. работа,,ЗББ-4911-1,Автоматика безопасности,15,124 (III),доц. Климова Диана Викторовна
36,06.10.2021среда,10.4,12.1,лабор. работа,,ЗББ-4911-2,Автоматика безопасности,14,110 (III),асс. Самойлов Вадим Вадимович
37,06.10.2021среда,12.2,13.5,лабор. работа,,ЗББ-4911-1,Автоматика безопасности,15,124 (III),доц. Климова Диана Викторовна
38,06.10.2021среда,12.2,13.5,лабор. работа,,ЗББ-4911-2,Автоматика безопасности,14,110 (III),асс. Самойлов Вадим Вадимович
39,07.10.2021четверг,9.0,10.3,лекция,ЗББ-4911,,Теория горения и взрыва,27,513 (I),зав. каф. Павлов Юрий Николаевич
40,07.10.2021четверг,10.4,12.1,лекция,ЗББ-4911,,Теория горения и взрыва,27,513 (I),зав. каф. Павлов Юрий Николаевич
41,07.10.2021четверг,12.2,13.5,прак. занятие,ЗББ-4911,,Теория горения и взрыва,27,155 (I),зав. каф. Павлов Юрий Николаевич
42,07.10.2021четверг,14.3,16.0,прак. занятие,ЗББ-4911,,Теория горения и взрыва,27,155 (I),зав. каф. Павлов Юрий Николаевич
43,08.10.2021пятница,12.2,13.5,прак. занятие,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),асс. Самойлов Вадим Вадимович
44,08.10.2021пятница,14.3,16.0,прак. занятие,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),асс. Самойлов Вадим Вадимович
45,11.10.2021понедельник,9.0,10.3,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
46,11.10.2021понедельник,10.4,12.1,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
47,11.10.2021понедельник,12.2,13.5,зачет,ЗББ-4911,,Общий курс железных дорог,27,105 (III),ст. преп. Волкова Светлана Геннадьевна
48,11.10.2021понедельник,14.3,16.0,зачет,ЗББ-4911,,Общий курс железных дорог,27,,ст. преп. Волкова Светлана Геннадьевна
49,12.10.2021вторник,9.0,10.3,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
50,12.10.2021вторник,10.4,12.1,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
51,13.10.2021среда,9.0,10.3,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
52,13.10.2021среда,10.4,12.1,прак. занятие,ЗББ-4911,,Моделирование процессов в техносфере,27,105 (III),доц. Климова Диана Викторовна
53,14.03.2022понедельник,12.2,13.5,лекция,ЗББ-4911,,Источники загрязнения среды обитания,27,106 (III),доц. Устинова Марина Владимировна
54,14.03.2022понедельник,14.3,16.0,лекция,ЗББ-4911,,Источники загрязнения среды обитания,27,106 (III),доц. Устинова Марина Владимировна
55,14.03.2022понедельник,16.1,17.4,лекция,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
56,14.03.2022понедельник,17.5,19.2,лекция,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
57,15.03.2022вторник,9.0,10.3,лекция,ЗББ-4911,,Источники загрязнения среды обитания,27,106 (III),доц. Устинова Марина Владимировна
58,15.03.2022вторник,10.4,12.1,лекция,ЗББ-4911,,Источники загрязнения среды обитания,27,106 (III),доц. Устинова Марина Владимировна
59,15.03.2022вторник,12.2,13.5,лабор. работа,,ЗББ-4911-1,Источники загрязнения среды обитания,15,109 (III),доц. Устинова Марина Владимировна
60,15.03.2022вторник,12.2,13.5,лабор. работа,,ЗББ-4911-2,Источники загрязнения среды обитания,14,120 (III),асс. Самойлов Вадим Вадимович
61,15.03.2022вторник,14.3,16.0,лабор. работа,,ЗББ-4911-1,Источники загрязнения среды обитания,15,109 (III),доц. Устинова Марина Владимировна
62,15.03.2022вторник,14.3,16.0,лабор. работа,,ЗББ-4911-2,Источники загрязнения среды обитания,14,120 (III),асс. Самойлов Вадим Вадимович
63,16.03.2022среда,9.0,10.3,лекция,ЗББ-4911,,Трудовое право,27,,доц. Балашов Евгений Владимирович
64,16.03.2022среда,10.4,12.1,лекция,ЗББ-4911,,Трудовое право,27,,доц. Балашов Евгений Владимирович
65,16.03.2022среда,12.2,13.5,прак. занятие,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,124 (III),асс. Самойлов Вадим Вадимович
66,16.03.2022среда,14.3,16.0,прак. занятие,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,124 (III),асс. Самойлов Вадим Вадимович
67,17.03.2022четверг,9.0,10.3,прак. занятие,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,124 (III),асс. Самойлов Вадим Вадимович
68,17.03.2022четверг,10.4,12.1,прак. занятие,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,124 (III),асс. Самойлов Вадим Вадимович
69,17.03.2022четверг,12.2,13.5,лекция,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
70,17.03.2022четверг,14.3,16.0,лекция,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
71,18.03.2022пятница,9.0,10.3,прак. занятие,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
72,18.03.2022пятница,10.4,12.1,прак. занятие,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
73,18.03.2022пятница,12.2,13.5,лабор. работа,,ЗББ-4911-1,Пожарная безопасность,15,110 (III),доц. Устинова Марина Владимировна
74,18.03.2022пятница,12.2,13.5,лабор. работа,,ЗББ-4911-2,Пожарная безопасность,14,120 (III),доц. Киселева Екатерина Александровна
75,18.03.2022пятница,14.3,16.0,лабор. работа,,ЗББ-4911-1,Пожарная безопасность,15,110 (III),доц. Устинова Марина Владимировна
76,18.03.2022пятница,14.3,16.0,лабор. работа,,ЗББ-4911-2,Пожарная безопасность,14,120 (III),доц. Киселева Екатерина Александровна
77,19.03.2022суббота,9.0,10.3,лекция,ЗББ-4911,,Системы защиты среды обитания,27,105 (III),доц. Матешева Анна Владимировна
78,19.03.2022суббота,10.4,12.1,лекция,ЗББ-4911,,Системы защиты среды обитания,27,105 (III),доц. Матешева Анна Владимировна
79,19.03.2022суббота,12.2,13.05,консультация,ЗББ-4911,,Система обеспечения микроклимата,27,106 (III),доц. Матешева Анна Владимировна
80,19.03.2022суббота,13.1,13.5,защита к.р. №1,ЗББ-4911,,Система обеспечения микроклимата,27,106 (III),доц. Матешева Анна Владимировна
81,19.03.2022суббота,14.3,16.0,защита к.р. №1,ЗББ-4911,,Система обеспечения микроклимата,27,106 (III),доц. Матешева Анна Владимировна
82,21.03.2022понедельник,9.0,10.3,прак. занятие,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
83,21.03.2022понедельник,10.4,12.1,прак. занятие,ЗББ-4911,,Пожарная безопасность,27,106 (III),доц. Устинова Марина Владимировна
84,21.03.2022понедельник,12.2,13.5,лабор. работа,,ЗББ-4911-1,Пожарная безопасность,15,109 (III),доц. Устинова Марина Владимировна
85,21.03.2022понедельник,12.2,13.5,лабор. работа,,ЗББ-4911-2,Пожарная безопасность,14,120 (III),доц. Киселева Екатерина Александровна
86,21.03.2022понедельник,14.3,16.0,лабор. работа,,ЗББ-4911-1,Пожарная безопасность,15,109 (III),доц. Устинова Марина Владимировна
87,21.03.2022понедельник,14.3,16.0,лабор. работа,,ЗББ-4911-2,Пожарная безопасность,14,120 (III),доц. Киселева Екатерина Александровна
88,22.03.2022вторник,9.0,10.3,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
89,22.03.2022вторник,9.0,10.3,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
90,22.03.2022вторник,10.4,12.1,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
91,22.03.2022вторник,10.4,12.1,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
92,22.03.2022вторник,12.2,13.5,прак. занятие,ЗББ-4911,,Трудовое право,27,533 (I),доц. Балашов Евгений Владимирович
93,22.03.2022вторник,14.3,16.0,прак. занятие,ЗББ-4911,,Трудовое право,27,533 (I),доц. Балашов Евгений Владимирович
94,23.03.2022среда,9.0,10.3,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
95,23.03.2022среда,9.0,10.3,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
96,23.03.2022среда,10.4,12.1,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
97,23.03.2022среда,10.4,12.1,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
98,23.03.2022среда,12.2,13.5,защита к.р. №1,ЗББ-4911,,Теория горения и взрыва,27,157 (I),зав. каф. Павлов Юрий Николаевич
99,23.03.2022среда,14.3,16.0,защита к.р. №1,ЗББ-4911,,Теория горения и взрыва,27,157 (I),зав. каф. Павлов Юрий Николаевич
100,24.03.2022четверг,9.0,10.3,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
101,24.03.2022четверг,9.0,10.3,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
102,24.03.2022четверг,10.4,12.1,лабор. работа,,ЗББ-4911-1,Системы защиты среды обитания,15,109 (III),асс. Самойлов Вадим Вадимович
103,24.03.2022четверг,10.4,12.1,лабор. работа,,ЗББ-4911-2,Системы защиты среды обитания,14,120 (III),доц. Матешева Анна Владимировна
104,24.03.2022четверг,12.2,13.05,консультация,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
105,24.03.2022четверг,13.1,13.5,защита к.р. №1,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
106,24.03.2022четверг,14.3,16.0,защита к.р. №1,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
107,25.03.2022пятница,9.0,10.3,защита к.р. №1,ЗББ-4911,,Экспертиза проектов,27,380 (II),доц. Медведева Вера Михайловна
108,25.03.2022пятница,10.4,12.1,защита к.р. №1,ЗББ-4911,,Экспертиза проектов,27,380 (II),доц. Медведева Вера Михайловна
109,25.03.2022пятница,12.2,13.5,экзамен,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
110,25.03.2022пятница,14.3,16.0,экзамен,ЗББ-4911,,Охрана труда и социальная защита,27,105 (III),доц. Киселева Екатерина Александровна
111,26.03.2022суббота,9.0,10.3,зачет,ЗББ-4911,,Теория горения и взрыва,27,380 (II),зав. каф. Павлов Юрий Николаевич
112,26.03.2022суббота,10.4,12.1,зачет,ЗББ-4911,,Теория горения и взрыва,27,380 (II),зав. каф. Павлов Юрий Николаевич
113,26.03.2022суббота,12.2,13.5,зачет,ЗББ-4911,,Экспертиза проектов,27,106 (III),доц. Медведева Вера Михайловна
114,26.03.2022суббота,14.3,16.0,зачет,ЗББ-4911,,Экспертиза проектов,27,106 (III),доц. Медведева Вера Михайловна
115,28.03.2022понедельник,9.0,10.3,лекция,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),доц. Устинова Марина Владимировна
116,28.03.2022понедельник,10.4,12.1,лекция,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),доц. Устинова Марина Владимировна
117,28.03.2022понедельник,12.2,13.5,прак. занятие,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),асс. Самойлов Вадим Вадимович
118,28.03.2022понедельник,14.3,16.0,прак. занятие,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),асс. Самойлов Вадим Вадимович
119,29.03.2022вторник,9.0,10.3,защита к.р. №1,ЗББ-4911,,Автоматика безопасности,27,106 (III),доц. Климова Диана Викторовна
120,29.03.2022вторник,10.4,12.1,защита к.р. №1,ЗББ-4911,,Автоматика безопасности,27,106 (III),доц. Климова Диана Викторовна
121,29.03.2022вторник,12.2,13.5,прак. занятие,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),асс. Самойлов Вадим Вадимович
122,29.03.2022вторник,14.3,16.0,прак. занятие,ЗББ-4911,,Основы промышленной безопасности,27,106 (III),асс. Самойлов Вадим Вадимович
123,30.03.2022среда,9.0,10.3,диф. зачет,ЗББ-4911,,Автоматика безопасности,27,106 (III),доц. Климова Диана Викторовна
124,30.03.2022среда,10.4,12.1,диф. зачет,ЗББ-4911,,Автоматика безопасности,27,106 (III),доц. Климова Диана Викторовна
125,30.03.2022среда,12.2,13.5,экзамен,ЗББ-4911,,Система обеспечения микроклимата,27,106 (III),доц. Матешева Анна Владимировна
126,30.03.2022среда,14.3,16.0,экзамен,ЗББ-4911,,Система обеспечения микроклимата,27,106 (III),доц. Матешева Анна Владимировна
127,30.05.2022понедельник,12.2,13.5,лекция,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
128,30.05.2022понедельник,14.3,16.0,лекция,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
129,30.05.2022понедельник,16.1,17.4,защита к.р. №1,ЗББ-4911,,Источники загрязнения среды обитания,27,105 (III),доц. Устинова Марина Владимировна
130,30.05.2022понедельник,17.5,19.2,защита к.р. №1,ЗББ-4911,,Источники загрязнения среды обитания,27,105 (III),доц. Устинова Марина Владимировна
131,30.05.2022понедельник,19.3,20.15,консультация,ЗББ-4911,,Источники загрязнения среды обитания,27,105 (III),доц. Устинова Марина Владимировна
132,31.05.2022вторник,9.0,10.3,прак. занятие,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
133,31.05.2022вторник,10.4,12.1,прак. занятие,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
134,31.05.2022вторник,12.2,13.5,экзамен,ЗББ-4911,,Источники загрязнения среды обитания,27,105 (III),доц. Устинова Марина Владимировна
135,31.05.2022вторник,14.3,16.0,экзамен,ЗББ-4911,,Источники загрязнения среды обитания,27,105 (III),доц. Устинова Марина Владимировна
136,31.05.2022вторник,16.1,16.55,консультация,ЗББ-4911,,Основы промышленной безопасности,27,105 (III),доц. Устинова Марина Владимировна
137,01.06.2022среда,9.0,10.3,защита кур. р.,ЗББ-4911,,Основы промышленной безопасности,27,105 (III),доц. Устинова Марина Владимировна
138,01.06.2022среда,10.4,12.1,защита кур. р.,ЗББ-4911,,Основы промышленной безопасности,27,105 (III),доц. Устинова Марина Владимировна
139,01.06.2022среда,12.2,13.5,экзамен,ЗББ-4911,,Основы промышленной безопасности,27,105 (III),доц. Устинова Марина Владимировна
140,01.06.2022среда,14.3,16.0,экзамен,ЗББ-4911,,Основы промышленной безопасности,27,105 (III),доц. Устинова Марина Владимировна
141,01.06.2022среда,16.1,16.55,консультация,ЗББ-4911,,Пожарная безопасность,27,105 (III),доц. Устинова Марина Владимировна
142,02.06.2022четверг,9.0,10.3,защита кур. р.,ЗББ-4911,,Пожарная безопасность,27,105 (III),доц. Устинова Марина Владимировна
143,02.06.2022четверг,10.4,12.1,защита кур. р.,ЗББ-4911,,Пожарная безопасность,27,105 (III),доц. Устинова Марина Владимировна
144,02.06.2022четверг,12.2,13.5,экзамен,ЗББ-4911,,Пожарная безопасность,27,105 (III),доц. Устинова Марина Владимировна
145,02.06.2022четверг,14.3,16.0,экзамен,ЗББ-4911,,Пожарная безопасность,27,105 (III),доц. Устинова Марина Владимировна
146,03.06.2022пятница,9.0,10.3,защита кур. р.,ЗББ-4911,,Системы защиты среды обитания,27,104 (III),доц. Матешева Анна Владимировна
147,03.06.2022пятница,10.4,12.1,защита кур. р.,ЗББ-4911,,Системы защиты среды обитания,27,104 (III),доц. Матешева Анна Владимировна
148,03.06.2022пятница,12.2,13.05,консультация,ЗББ-4911,,Системы защиты среды обитания,27,104 (III),доц. Матешева Анна Владимировна
149,03.06.2022пятница,13.1,13.55,диф. зачет,ЗББ-4911,,Педагогическая практика,27,104 (III),доц. Климова Диана Викторовна
150,03.06.2022пятница,14.3,16.0,диф. зачет,ЗББ-4911,,Педагогическая практика,27,104 (III),доц. Климова Диана Викторовна
151,04.06.2022суббота,9.0,10.3,экзамен,ЗББ-4911,,Системы защиты среды обитания,27,104 (III),доц. Матешева Анна Владимировна
152,04.06.2022суббота,10.4,12.1,экзамен,ЗББ-4911,,Системы защиты среды обитания,27,104 (III),доц. Матешева Анна Владимировна
153,04.06.2022суббота,12.2,13.5,зачет,ЗББ-4911,,Трудовое право,27,523 (I),доц. Балашов Евгений Владимирович
154,04.06.2022суббота,14.3,16.0,зачет,ЗББ-4911,,Трудовое право,27,523 (I),доц. Балашов Евгений Владимирович
155,06.06.2022понедельник,10.4,12.1,защита кур. р.,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
156,06.06.2022понедельник,12.2,13.5,защита кур. р.,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
157,06.06.2022понедельник,14.3,16.0,диф. зачет,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
158,06.06.2022понедельник,16.1,17.4,диф. зачет,ЗББ-4911,,Оценка воздействия условий труда на здоровье работников,27,106 (III),доц. Киселева Екатерина Александровна
159,07.06.2022вторник,9.0,10.3,защита к.р. №1,ЗББ-4911,,Моделирование процессов в техносфере,27,106 (III),доц. Климова Диана Викторовна
160,07.06.2022вторник,10.4,12.1,защита к.р. №1,ЗББ-4911,,Моделирование процессов в техносфере,27,106 (III),доц. Климова Диана Викторовна
161,07.06.2022вторник,12.2,13.5,диф. зачет,ЗББ-4911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,27,106 (III),доц. Киселева Екатерина Александровна
